worker_id,task_id,task_response_id,Tweet,Tweet Text,Hate speech?,Non Toxic Text That Contains Reclaimed Hate Speech / Is About Toxic Topic
7TQPVNV4CT2C,5cd82b79-c1c2-49b7-a71a-bdf572d783f3,a04a1d0a-f39f-4293-9201-3266d9960eb8,https://twitter.com/kaisersigmar/status/1566619372990472192?s=21&t=H7r4sZfBYCvZMk57ysrllg,Anyone else have an extreme hatred for demons? They piss me off to no fucking end. I literally fantasize about murdering a demon and putting the fear of God into it. Fucking retards I fucking hate them. One that really pisses me off is Duriel.,Yes,No
7R2NKCJQNXPP,d42417c2-cd78-494e-b62e-63d60d257b1f,46358a37-079e-4ff4-baea-c06f867bf17b,https://twitter.com/cromwel_/status/1564602284411129856?s=21&t=H7r4sZfBYCvZMk57ysrllg,"I hate people who asks questions in the middle of a movie/film, what's wrong with you.
What sort of stupidity or retard are you that you can't enjoy the suspense without opening your fucking mouth.

I mean shut the duck up",Yes,No
7TQPVNV4CT2C,ebca0031-6ef2-42cd-a045-6a5ebe410cd5,69b2d4dd-4479-4011-9965-ee92e7b34085,https://twitter.com/_dreadx/status/1564400474924544000?s=21&t=H7r4sZfBYCvZMk57ysrllg,holy shit i hate when people talk about car dealerships and car payments because they’re all fucking retards,Yes,No
7GPE469D37XA,b5705728-367c-4136-8e99-b169b3ee2ff4,05394f30-5247-4f05-85cd-1942905a521c,https://twitter.com/jayyklmn0/status/366720696673501185?s=21&t=H7r4sZfBYCvZMk57ysrllg,"oh and the jisr, how i hate that place. the jews ruin everything for the Palestinians.",Yes,No
7TQPVNV4CT2C,348de0fc-0a4b-4d06-8c97-8261a61f79ac,21772b18-4cc2-4791-a775-0291a4cc11ba,https://twitter.com/nahbrowildin/status/1566819062713184256?s=21&t=H7r4sZfBYCvZMk57ysrllg,You black ass monkeys do all that working out just to be a victim of gang violence in your nigger hoods 😂😂,Yes,No
7R2NKCJQNXPP,0a8076e5-1919-497a-88bf-4b147bd2b998,e4881cb5-38f8-440f-8cce-2ed9f6109ddf,https://twitter.com/jayham72/status/1566812226945572864?s=21&t=H7r4sZfBYCvZMk57ysrllg,"Texas, get this useless cripple out of office. He’s destroying your state!",Yes,No
4TR6J693M9XK,539ff28f-0cbf-4a84-88dc-2e1728ed4365,3f9256a3-7b11-40b1-880e-5838800ff3e6,https://twitter.com/ayumiut/status/1565119437518569472?s=21&t=H7r4sZfBYCvZMk57ysrllg,I fucking hate Twitter. Every tweets replies are filled with a cesspool of retards.,Yes,No
32MTNCTCCVR6,d807f654-24bc-4381-8e21-0f6ce7dffb31,928904f5-0d1c-4ad3-b04f-1a14751188e3,https://twitter.com/theazulgranalad/status/1566656241266737152?s=21&t=H7r4sZfBYCvZMk57ysrllg,these fckin muslims were celebrating with bombs yesterday after pakistan won.. what the actual fuck man,Yes,No
7R2NKCJQNXPP,42a35a3f-9e8e-4b9d-8494-80ad6e81ac3d,9a1539b1-7983-4d4d-afcc-6332ac6fc004,https://twitter.com/billkaulitz_de0/status/1566800014797844490?s=21&t=H7r4sZfBYCvZMk57ysrllg,Nigger Nigger I fucking hate Niggers Man KKK was right shouldve killed all the Niggers White powers Fuck all u niggers hope yall rot in hell holocaust shouldve happened to yall not the jews,Yes,No
4TR6J693M9XK,60aafa05-8dc5-4bee-87dd-fce7d6aed320,f52faf71-9cd4-4396-8753-f3b880596561,https://twitter.com/bite_mypinkcake/status/168156637352304641?s=21&t=H7r4sZfBYCvZMk57ysrllg,WELP FOR ALL YOU NIGGAS THAT THINK SHE BAD LMAO YOUR OFFICIALLY GAY LMAO THATS A FUCKING TRANNY!!!!!!! 😂😭😂😭😭😭,Yes,No
32MTNCTCCVR6,32394caa-6138-40b3-a84e-8944d8e89720,7bc0a380-9f37-4e22-ac9f-b71900f19c77,https://twitter.com/brotherdeee/status/1566142497541218305?s=21&t=H7r4sZfBYCvZMk57ysrllg,Camera work fucking sucks and I hate both of these retards,Yes,No
7TQPVNV4CT2C,d65d22aa-7e2e-4d16-b017-c5867b090cde,11366a4b-4ade-4299-a063-14fc26c85eff,https://twitter.com/teistra_simcard/status/1492612489028251651?s=21&t=H7r4sZfBYCvZMk57ysrllg,"Bruh this is my 2nd friend thats a fucking tranny now, what is going on",Yes,No
4TR6J693M9XK,73942796-a5ac-48ba-b9fb-903ad3ad1404,16ec329f-dbe6-4d51-b16e-69cec43c0e24,https://twitter.com/mason4america/status/1566112529549516801?s=21&t=H7r4sZfBYCvZMk57ysrllg,Tupac is a fagot and his music sucks,Yes,No
7R2NKCJQNXPP,d39c3857-d528-4042-a153-e303b34ab7bb,e996340f-c118-454e-aa4e-dedc56bf2c3a,https://twitter.com/breahluz/status/1565404240016818176?s=21&t=H7r4sZfBYCvZMk57ysrllg,I had to stop fw my coworker after this Mexican bitch called her Mexican baby daddy a bum ass nigga ... Like did you mean a bum ass wetback ...,Yes,No
4TR6J693M9XK,d9ffbff2-4d18-450c-b6fb-7166878a36bc,e1c98e56-e177-425f-a11b-c063e6a9e0bd,https://twitter.com/_lilag1/status/1565545444238917632?s=21&t=H7r4sZfBYCvZMk57ysrllg,A nigga will really have a bitch thinking she know you bcus his faggot ass done pillowed talked bout you🏌🏾‍♀️,Yes,No
32MTNCTCCVR6,9516f2a1-f889-4210-8e76-978e87e6c272,42341183-a834-4194-a1f5-d3cc4cd9acb5,https://twitter.com/sam_mridu/status/1564413852468785152?s=21&t=H7r4sZfBYCvZMk57ysrllg,"I Mean People Are Just Stupid For Hating Her...... I Rephrase, Only Retards Hate Her.
WW Thread",Yes,No
4TR6J693M9XK,8460a931-cc80-4abe-83aa-508620188b98,6fc1f520-9d22-4328-99a4-243087277304,https://twitter.com/maxarttt/status/1566730031518617600?s=21&t=H7r4sZfBYCvZMk57ysrllg,i hate faggots who recycle tweets,Yes,No
7R2NKCJQNXPP,9961c54f-8d03-45c3-b790-9f5e258b065b,f28c32bd-1f8c-4f65-8428-264c24d1d3d8,https://twitter.com/_florencx/status/1566806363434524672?s=21&t=H7r4sZfBYCvZMk57ysrllg,"Texting like a retard with stupid abbreviations is the easiest way to irritate my soul when I’m getting to know someone.

i hate it.",Yes,No
4TR6J693M9XK,10ceba93-4a35-4470-bb36-9d5eaab02088,98c38f93-011e-4aec-a85a-29019047d58b,https://twitter.com/therightsucks22/status/1565565354742616065?s=21&t=H7r4sZfBYCvZMk57ysrllg,"good one, retards. I hate the right",Yes,No
32MTNCTCCVR6,b017c5d9-0301-46e4-94d6-52e2c48293d8,17398172-885e-4155-8e22-241188cd73a7,https://twitter.com/neednofraudz/status/1566095876329578496?s=21&t=H7r4sZfBYCvZMk57ysrllg,Dirty ass Mexican… I bet your box built mother is a wetback with no papers and instead to trying to fix her some you on Stan twitter. Kids prolly dirty af too,Yes,No
7R2NKCJQNXPP,6e6f7f14-e505-4970-af92-b9d34aa18266,3eaf85d3-a49e-4104-baf5-9e4aa2b2a853,https://twitter.com/wardxben/status/1563817040879796224?s=21&t=H7r4sZfBYCvZMk57ysrllg,and a wetback apparently,Yes,No
32MTNCTCCVR6,09a1bc75-7708-4a66-a8aa-cea65cb268b0,3341af89-92c3-402e-9d2a-bf7d0099f110,https://twitter.com/abdiah47833057/status/1565320740672512001?s=21&t=H7r4sZfBYCvZMk57ysrllg,im white and i hate niggers,Yes,No
4TR6J693M9XK,d319fe7c-4481-4ef7-b328-a7f8b25d1b54,ea71d451-994e-47bd-97d1-c492387705eb,https://twitter.com/retiredtroop/status/1565435257008046080?s=21&t=H7r4sZfBYCvZMk57ysrllg,"Wetback getting off the bus in Chicago:

""It's unfair to drop us here with no one to help us.""

Me: ""Unfair? Fuck you. Get out.""",Yes,No
32MTNCTCCVR6,60d329a5-9dee-4951-abd6-75ba471f0479,b48273a3-ef6f-46ee-9892-b695aeb80265,https://twitter.com/SwagGroyper/status/1566502447211749378?s=20&t=M6Na2ToJMCwxF9c4Cy5iqA,they learn this from the blax they idolize,Yes,No
4TR6J693M9XK,0bc18705-7643-42a0-8ef3-ef6349522dd9,7b614828-e305-4614-838d-f6a921731530,https://twitter.com/diggad33c3/status/1563646207896977411?s=21&t=H7r4sZfBYCvZMk57ysrllg,"Fence jumping, salsa munching, cocaine snuffing, lawn mowing wetback beaner",Yes,No
32MTNCTCCVR6,ee4c0034-6b5f-432e-ac49-81d505a6682e,e69aa7fe-6774-47d7-bd47-b5e031ad619e,https://twitter.com/casca_6/status/1564690117318541312?s=21&t=H7r4sZfBYCvZMk57ysrllg,"Who is keffals

A tranny?",Yes,No
7R2NKCJQNXPP,c174bb9f-7dba-4c8c-8a06-df0ebf2cfa72,eeeba766-67c9-41c3-aa1a-8b2e054a14c7,https://twitter.com/Tradcathpawg/status/1566345386091982848?s=20&t=i8zpv7WBYMnUFEn704v6QA,meeting up w the tradcath cunny f4gg0tz like,Yes,No
32MTNCTCCVR6,7f778ff1-018a-426d-860a-4d77cfc9d989,3507eee0-d89c-4459-aa17-c7d18cf7ca57,https://twitter.com/seanmacsean1/status/1566041273907159041?s=21&t=H7r4sZfBYCvZMk57ysrllg,"You stink, Wetback!",Yes,No
4TR6J693M9XK,75b62bda-5674-4323-a6d3-8ec1c4fd4fef,eba64961-70f5-4bf9-b9d7-8ace06cbedd1,https://twitter.com/SunSeekingPlant/status/1566598517333708801?s=20&t=i8zpv7WBYMnUFEn704v6QA,Leave Alberto alone- You're a mentally ill wignat sperg. You sounded like you were gonna cry when you were screaming during that origins of life debate.,Yes,No
32MTNCTCCVR6,33f16918-0563-4533-93e1-a2d91ff712e3,df996d99-aed8-4ddd-b1de-9c8dc74cadb2,https://twitter.com/Italian347/status/1566179208384188417?s=20&t=i8zpv7WBYMnUFEn704v6QA,"❤️- if you're racist
🔁- if you're homophobic 
🗨- if you're transphobic",Yes,No
4TR6J693M9XK,ecbed1e7-93e9-4f31-aff3-ebe62ef1a79f,cb1bbca2-124a-4f39-acf7-24c45730dd4a,https://twitter.com/zexx3xx/status/1565268405426728961?s=21&t=H7r4sZfBYCvZMk57ysrllg,alr bruh time to get cancelled. i hate faggots and retards.,Yes,No
7TQPVNV4CT2C,24aef23d-e118-43fe-89f3-b1dbde0fa1bd,76c5eace-f42d-4637-961d-aab5399a1a7b,https://twitter.com/GrugAllman/status/1565388717321232385?s=20&t=i8zpv7WBYMnUFEn704v6QA,"Blacks are 13% of the population, pay 6% of the taxes while collecting 26% of the welfare. We pay reparations every year...",Yes,No
7R2NKCJQNXPP,51ee2887-9576-4133-9b25-8f313c74b626,12ef5479-1859-430e-bdfb-776696d67d5b,https://twitter.com/basedwoodrowfan/status/1566614683792117760?s=21&t=H7r4sZfBYCvZMk57ysrllg,You’re the only one saying pregnant people here tranny lover,Yes,No
7TQPVNV4CT2C,e2fe8022-6c21-4ff3-92f2-d07a4a6b50ea,614e4f0a-01a5-48f3-a019-bbb5674a0c4d,https://twitter.com/AntiRacistBro/status/1563981496792514560?s=20&t=i8zpv7WBYMnUFEn704v6QA,Being a traппy is basically just a way to lash out at the world for being a mediocre white man with no prospects,Yes,No
7TQPVNV4CT2C,f33d7d88-6fd3-4380-9482-d590dcef216e,bfabe0a8-c37b-4418-a98a-c8a1ebc0a06a,https://twitter.com/lowiephobia/status/1566120828017729536,talking to a random on discord to find out hes a nigger is soo disappointing,Yes,No
4TR6J693M9XK,c3526564-cf6f-4bdd-b285-fbea907db842,97e42112-fc2b-4979-aaaf-f96dbbc1422a,https://twitter.com/Jheauxx/status/1565486918351085568,"What retard invented cutting the skin off a babies penis ? 😭 what in the fucks, humans are so retarded",Yes,No
4TR6J693M9XK,168e3535-e47d-4792-97fe-784f76c3ec2b,fe09a4f2-40a7-4686-af1b-cb578b87e338,https://twitter.com/COYGGGGG/status/1565840705695715328?s=20&t=i8zpv7WBYMnUFEn704v6QA,Mbappe when the tranny's facial hair starts growing back,Yes,No
4TR6J693M9XK,d0e6a6d8-4ebe-4b8d-b9c9-69eaef4a66d2,679854fe-13e5-4dfe-b449-ff97bd45f29b,https://twitter.com/FrancisGroyper/status/1565928352971636738?s=20&t=i8zpv7WBYMnUFEn704v6QA,The truly white nation we create in the future will make beautiful art.,Yes,No
4TR6J693M9XK,c1e3e4d4-7096-4c76-9c98-a76db9ae33c1,d5777bb4-ea0a-45d0-8d9b-0d175324b998,https://twitter.com/Henryonah97/status/1566463373390352395,Why don't you just quit you good for nothing fagot,Yes,No
4TR6J693M9XK,2a0466c9-03f6-4303-839e-d42469b7a47c,2ac12d9c-500d-4aca-8cd4-36dd9dd347c7,https://twitter.com/SubmarineUSA1/status/1565737026615394309,"Send it to everyone in your crypto lineup. 

These Jews bankers are attempting to take control over everything crypto. They will strip everyone of their wealth overnight. You loose!!!",Yes,No
7TQPVNV4CT2C,198c794d-bfa8-4b15-9130-98509a690d78,ab59a638-93fb-49c7-9caf-732c96044e69,https://twitter.com/NorthernGroyper/status/1565121974619226113?s=20&t=i8zpv7WBYMnUFEn704v6QA,The blacks are at it again.,Yes,No
7R2NKCJQNXPP,56ec0f25-2911-4dee-aeb4-a0e9f204f027,7972d54d-4a28-431e-a8f2-4d0d938f6095,https://twitter.com/Carloss45322412/status/1562089872843735042,SICK LESBOS,Yes,No
4TR6J693M9XK,4fa33deb-3c81-45b4-b7dd-16caca59a71e,b3a94b4d-385c-4e1f-9320-480652b3a069,https://twitter.com/punithaT5/status/1566176834630422529,Looks like China is on the scam with Jew bankers/federal reserve,Yes,No
4TR6J693M9XK,18771f19-be45-40ea-8d09-d91c1068828f,5f4bdc83-e6af-42f7-8ba8-34899a6856c4,https://twitter.com/brensbeau/status/1565921674196881409?s=46&t=R66yvqAk1aj6YdGvky1DzA,[racism tw] truly been trying to wrap my head around wotc releasing a new dnd race of enslaved monkey people. i feel genuinely dirty even typing that out how the fuck did they get it approved for release,Yes,No
4TR6J693M9XK,f19e601f-7d0c-45ca-960e-1902e2c0447e,52da1106-f588-451f-82a3-2ca155512e6f,https://twitter.com/bleachpower___/status/1565485925664268290?s=46&t=R66yvqAk1aj6YdGvky1DzA,"🇲🇽Some Mexicans are smart enough to realize white men are just better in every way. If you wanna know why, look at Mexico and then look at the U.S.#colonized #bwc #bleached #BleachedSlut #bwcworship #bull #raceplay #bwcbull #cuck #mexicanslut #latinabaddie #latinathot #wmlf #wmmf",Yes,No
4TR6J693M9XK,cdbb600a-a910-4fb7-9f51-31185a94caf9,15924624-6807-4928-beb2-2d22fa6eb991,https://twitter.com/marcusgaloree/status/1565815992177025026?s=46&t=R66yvqAk1aj6YdGvky1DzA,tiffany haddish a low down dirty monkey w a wig on.,Yes,No
7GPE469D37XA,8fcaef24-526a-49bf-a27f-2fa7929fab4c,cc0ee60f-a766-418a-b9a7-c09b5f2ec157,https://twitter.com/ToniaCarey77/status/1566453048695672832,Nigger coworkers need to get the fuck off my twitter.,Yes,No
7R2NKCJQNXPP,4043e190-900d-43f5-9a1b-205ba889258d,20037838-bd2b-41ca-957b-acd899800996,https://twitter.com/adrigarsal/status/1559914481785896963,straight people please keep making babies...or humanity will not last long..IYKWIM😬,Yes,No
4TR6J693M9XK,9aab3bd4-516d-4ccd-9ec6-a301223077df,fa7ad1ff-4b67-4393-a16b-aa33fb6977a4,https://twitter.com/michael10909626/status/1560710451570348033?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,#PridePox keep your dirty dick in your paints. Silly fagot dicks are for chicks,Yes,No
7TQPVNV4CT2C,b41381aa-cd1a-449e-a4ab-38d5a72cd0a4,bd0ed695-dec1-4267-8924-5b8c0a5c6e74,https://twitter.com/mrdnj/status/1562118594879782913?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,Winning… i get so much hate because I’m just a straight up guy who like girls and none weirdo sick women love me. This little black faggots hate that. So what your a loser not me playa. Quality woman like me. It’s like dirty and clean. 😁,Yes,No
4TR6J693M9XK,cf4ad8c1-18d5-4842-9e63-99ea2e0b00a2,5c9498be-c933-4608-a659-2d79ce9303c5,https://twitter.com/mikecrey/status/1556777899859931136?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"Basically, fuck yall. I do pretty well with my yoga, my lawyers and my question- How to live on 20,000 dollars a day. Congratulations, daily. You left your dirty little AIDS faggot son die on the streets! All on trial.",Yes,No
4TR6J693M9XK,5def353c-55d4-4835-be6c-a8236587fbc1,f3f541f0-139c-4700-afdb-a361d5853449,https://twitter.com/expandborder/status/1565774101116989441?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,women are faggots,Yes,No
7R2NKCJQNXPP,b37aab1c-b7f0-44c7-baa0-6d67fb90eb4d,dc7ce9b1-62ce-4bef-a810-469c362eed3a,https://twitter.com/KaraokeGroyper/status/1565525355699605505?s=20&t=i8zpv7WBYMnUFEn704v6QA,"""And that's what these listless young men need, methinks. A narrative to their life. Bildungsroman.""

""My narrative ends when I'm crowned King of the World.""

""That's 'Peter Pan Syndrome'. Try again.""

""I also get a harem of middle-schoolers before the Jews blow my head off.""",Yes,No
4TR6J693M9XK,bca13e92-e0b4-4584-a33a-c29d0075f913,b84d8a21-db52-4f58-bcb9-a3d1bc9458c9,https://twitter.com/blakeharris9301/status/1565211932730265600?s=46&t=R66yvqAk1aj6YdGvky1DzA,"Went to faggot sex booth today, forced a spic to take my fat redneck cock down his throat. Made him choke and gag while I degraded him by telling him he was a dirty fucking spic nigger.",Yes,No
4TR6J693M9XK,717a704a-99c7-4160-8cee-2eeb9aee3e17,0be2d608-9753-4f54-a2a6-8e88e288cd0e,https://twitter.com/lostbodies2020/status/1565545701672734722?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,I just want one day of piece on this bird app. One of you dirty whores shared krave melanin while i was at work and a customer came up behind me and saw it!!! You faggots are on lockdown!!!,Yes,No
7TQPVNV4CT2C,170d717e-fa50-4708-8de0-1205b945e462,5ed6f699-5247-4018-8dd1-545cfd4b5966,https://twitter.com/adama11877973/status/1558436602157957120?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,You lil dirty black nigger slag ima find your address on 192 search nd come finish u Cah u dnt wanna stop do ya?,Yes,No
7TQPVNV4CT2C,d2d55ed8-e2a3-4f1a-9e02-6e572bb6488c,d94b5fae-d593-4159-8504-5a9fb2c621c8,https://twitter.com/Runswithelk1/status/1565155206840561664,They are just puppets on a string. The jew bankers are the puppeteers,Yes,No
G2TRYVTMMVWW,a00b6a4b-414a-4f9d-820e-6da137aefcf3,9c4e15ad-69f3-4a87-9cdd-75e86ff0160b,https://twitter.com/chaos_grandpa/status/1566060637100417029?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,are you just a dirty gay faggot german that's fuckin stupid as shit,Yes,No
7R2NKCJQNXPP,a97ef4a6-78f5-4ce1-b640-ff79eb42df9c,9481bca4-7203-4ffe-b0bc-4f9e0c356a01,https://twitter.com/charlesnator/status/1566502847918837761?s=46&t=R66yvqAk1aj6YdGvky1DzA,I only listen to the Michael Jackson songs where he was white in them not a dirty skinned monkey,Yes,No
7TQPVNV4CT2C,d987149f-7f24-4ab9-bbe1-1dc5488802b9,ff631594-b4c1-43ab-ac1e-814e77290e10,https://twitter.com/mrdnj/status/1560325212264079362?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,What did i do tho? These faggots are liars even these dirty lesbians don’t trust it. Even one hates me for no reason join the club. I’m getting into character fuck these mfs time to fight back. You faggots fk you,Yes,No
4TR6J693M9XK,d23de989-f3c8-4195-8eb8-ce74be883889,b7305465-18e8-4268-8923-392092414b9e,https://twitter.com/nataljaklingel1/status/1559980008155881472?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"This dirty black niggers
Will eat own shit😂",Yes,No
7TQPVNV4CT2C,d1d35572-079b-42f2-a916-257d84a85d85,499fafda-0814-454e-9bb5-30a0a1e12c92,https://twitter.com/violatorgirl/status/1566304489748828160,trannies need to stfu,Yes,No
4TR6J693M9XK,6e898371-49e1-4a09-89ed-de10375c6e57,18386adf-7f30-44a0-a9a6-53793b40760c,https://twitter.com/ciaandguowuyuan/status/1559378944603799553?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"Damn nigger, go back to Africa and grow cotton, dirty maggots!",Yes,No
G2TRYVTMMVWW,317734ef-bdd4-4fd7-85d5-b12883f64e51,bc6db22e-7d49-44be-bc02-2ef7a641ec40,https://twitter.com/onlylongevity/status/1559032979380396032?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,This dirty ass sand nigger at the gas station just tried to hold me up I almost slapped him,Yes,No
4TR6J693M9XK,44f9f57c-1a96-4428-97db-c52122258a61,33e155bb-efa4-49c8-960f-7fed278cf4e6,https://twitter.com/casca_6/status/1563660597765541888,Why do trannies look ugly and stay bitter towards real women?,Yes,No
7R2NKCJQNXPP,746c7da0-514c-46a1-a671-58947b4762f3,f30829d1-4782-4da9-ba41-7da6079ab984,https://twitter.com/bhoneybucnh/status/1563574659404013568?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,I think we should bring back segregation those dirty ass niggers need to know there god damn place #segragtion #TRUMP2020 #Trump2024ToSaveAmerica #FJB #fuckniggers,Yes,No
7TQPVNV4CT2C,b2bc649d-2e29-4268-a276-cd90b961f61c,00720cb1-b81f-4874-b2a6-d1419fc1d841,https://twitter.com/bhoneybucnh/status/1564064440458280963?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,I had a encounter with a fucking nigger and I couldn’t even look at the dirty ass thing they should be back in my field picking my cotton,Yes,No
4TR6J693M9XK,045733f3-7811-4814-a4e2-01f0a7fe6658,185d635e-dc66-40b0-891f-f1ac8c50fdf0,https://twitter.com/waivynesss/status/1563918434202619905?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"What faggots chose to do has no business with human rights, don't ever ask us this nonsense in Nigeria.

There's a law that criminalizes it, that's our general stance as a people. 

LGBTQ should stay hiding, we don't do that dirty shit here.",Yes,No
4TR6J693M9XK,2209107f-aa6a-49f2-a186-336c172f2cdf,faca70de-f9cb-4914-aa61-be9598ec6201,https://twitter.com/Felixlikesdog/status/1566132828882051072?s=20&t=i8zpv7WBYMnUFEn704v6QA,I'm a proud homophobe now,Yes,No
G2TRYVTMMVWW,bf6a31c6-05e5-47ac-b9d3-d138e8ad3d52,2acfbfd2-707a-4147-ae83-056e00408171,https://twitter.com/gcormaic/status/982949111652642816?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,Go drink some camel piss in the shithole your originally from. You and all you ancestors are dirty piss drinking fuckers.,Yes,No
7R2NKCJQNXPP,f8cbfa83-3533-42d8-8f10-a930206ce862,96f39776-591b-4b12-86af-0fbea5a7c6fe,https://twitter.com/arcritsu/status/1566482856230195202?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,I’m white you dirty nîgger,Yes,No
7TQPVNV4CT2C,0f0f90cf-fd31-48a4-b979-4167407d25d8,2553c9dd-7851-434f-8524-1e805e112b46,https://twitter.com/kdrce4/status/1550583251701583878?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"Of course, Turks don't need dirty, characterless, cultureless, rude Arabs in our beautiful country. point end.
Do you have some honor? did you understand camel fucker?",Yes,No
7GPE469D37XA,5ef6a662-60a2-4132-a0fc-08d9fde63edd,a938458c-b659-437f-ab3b-928c856c849c,https://twitter.com/deglet_noor/status/1563630568100622336?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"sad, really sad they emulate stinking dirty American niggers!",Yes,No
4TR6J693M9XK,6e5c9f71-81ba-446c-a5c6-d316aef974fe,d9a8cb25-225b-47fd-899b-514ae302f796,https://twitter.com/numenoreantales/status/1564588382361092096,"there is no such thing as korean style, chinks just stole what white girls used to wear 

time to take back what’s ours",Yes,No
G2TRYVTMMVWW,5ccddf13-252d-4414-831b-0a63925374ad,6ddc42e2-f3c1-4c51-98ed-395fa1e40eb9,https://twitter.com/fosdicktom/status/1566088300284239877?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"@JoeBiden YOU DIRTY, ROTTEN COMMIE SCUMBAG!! YOU'RE A DISGRACE!! I SEE YOU ON THE STREET, BOY!!! THIS OLD MAN IS GOING TO PUT MY FIST THRU YOUR FAGGOT MOUTH AND MY BOOT UP YOUR ASS!!! 1 ON 1, BARE HANDS..!! YOUR ASS WOULD BE MINE!!! DON'T BOTHER..I'M BLOCKING YOU 1ST, ASSHOLE..!!",Yes,No
4TR6J693M9XK,11904dc0-dea0-4065-b9ad-f875b867b218,12d87cfc-4710-4b20-ae49-f512e663cdf2,https://twitter.com/ceejaa3/status/1566515351659094017?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,Nothing better to do than be on Twitter and and spread lies. Never have done anything good for our country. Why not go back to Canada? #Insurrectionist can’t even stand up for your wife against lies. Weak little man. #Nazi,Yes,No
7R2NKCJQNXPP,79d0b368-72c7-409b-a80c-44b2ea87a323,8c57a2fe-b3ab-4da6-866a-9719645c8b44,https://twitter.com/wintxrsoidiers/status/1377251195857858563?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,we’re not like the musty ugly dirty poor countries in asia 🤢 we’re not camel fuckers like our neighbors 🤢🤢🤢,Yes,No
G2TRYVTMMVWW,e3b33638-1a33-42d1-a077-2abb9a9bb318,adf3319f-eb1f-4006-867e-8d96e9e368ae,https://twitter.com/issy355/status/1566527065444306944?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,Go back to what ever country you came from we don't need your type in this country. You are no Patriot,Yes,No
NZ94FAVGWEPR,3204195b-46b9-4c33-9b78-735ac12efb77,8ef16657-e3b1-455a-998d-00c71e6731f8,https://twitter.com/behelius/status/1560494688901234688?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"Sand niggers be niggin'. Allah was a dirty, false pedophile. Still is. So are the people who worship that sick dog aswell.",Yes,No
G2TRYVTMMVWW,15d2d4a8-a1e9-4830-87e3-0b8f7f33d9a8,fcbe6e93-4136-4857-920a-7c4926616b09,https://twitter.com/looyahhallie/status/1550512939509190658?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"Couple of dumb questions? So because you have female hormones that makes you a lesbian woman? How are you more woman?
Are you a tranny taking hormones?",Yes,No
DMDJ3QQK6JN9,e618529e-719b-4e74-8761-986f45e741e5,747a3ccd-2aa7-4c04-875e-c99a51befe6d,https://twitter.com/darkvader1151/status/1562259844278665216?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,The World would be better without blacks around and specifically fat black dirty women #BlackTwitter #BlackWoman #niggers,Yes,No
G2TRYVTMMVWW,cd4f4ccd-7c35-4e3e-9318-08b344ddf857,6ef96195-0065-4d01-bf1c-c58b3157a2bc,https://twitter.com/fbctw/status/1566032757327040512?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"#Apple products are basically used by retards who are so dumb they cant even figure out how to set up anything.

They just want everything pre-done for them in their crazy little ecosystem.

But at least they can show off that apple logo am I right

#fakepeople #retards",Yes,No
7TQPVNV4CT2C,d444cac3-ee58-4a35-a96b-5985e4a43239,d87860c1-41e1-4e41-801c-d2c7386fe3b9,https://twitter.com/rickybobby0806/status/1564549735956070403?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,I wish I was older cause people older then me act more dumb can’t handle retards no more,Yes,No
7R2NKCJQNXPP,e6c9b544-8f99-427b-abdb-e8c30caca1b2,9d29fb33-37a4-4932-8f91-f08e832b078e,https://twitter.com/namelessghoulzz/status/1564766519845949441?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,Not these dumbass christians trying to cancel Ghost 💀💀,Yes,No
G2TRYVTMMVWW,0ddc05d0-b61c-41a8-998e-d3f743c4eb50,b3bc23f9-339e-49d0-b5e0-16fd8dfe3449,https://twitter.com/cycl4ne/status/1566517314698313731?s=21&t=ZmpfnZ1GR1dckyiERUrdyw,"Nope, yo crackerass is projecting. Be thankful that Black people don't take our revenge…",Yes,No
